id,name,full_name,number,party,state,office_code,status,status_api,status_group,tse_url
160002542259,Bia Alcantara,Beatriz de Alcantara Silva,13000,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542259
160002542266,Bianco,Aparecido Biancho,13400,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542266
160002542271,Caê Traven,Carlos Eduardo Traven,13420,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542271
160002542257,Daiane Morais,Daiane Gusmão Morais,13190,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542257
160002542258,Doutora Marilene,Marilene dos Santos de Souza,13012,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542258
160002542256,Dr. Antenor,Antenor Gomes de Lima,13500,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542256
160002542262,Dr. Odarlone,Odarlone Santos de Souza Orente,13700,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542262
160002542268,Dra. Deborah Zanchi,Deborah Maria Zanchi,13513,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542268
160002542243,Elisangela Tomba,Elisangela Aparecida Tomba,13579,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542243
160002542252,Fernando Sangue Laranja,Fernando Araujo de Azevedo,13200,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542252
160002542234,Giorgia Prates,Giorgia Tais Xavier Prates,13130,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542234
160002542232,Guilherme Mazer,Guilherme Pedrollo Mazer,13321,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542232
160002542245,Inácio Werle,Inacio Jose Werle,13233,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542245
160002542270,Ivan Kaingang,Ivan Bribis Rodrigues,13116,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542270
160002542246,Ju Mildemberg,Juliana de Fatima Mildemberg de Lara,13003,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542246
160002542236,Lenir de Assis,Lenir Candida de Assis,13800,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542236
160002542276,Marcelly Leder,Marcelly Maria Leder,13813,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542276
160002542239,Marcelo Maia,Marcelo Giovani Batista Maia,13111,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542239
160002542248,Mario Verri,Mario Sergio Verri,13300,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542248
160002542240,Marlon Alessandro,Marlon Alessandro da Silva Barbosa,13613,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542240
160002542242,Matteus Henrique,Matteus Henrique de Oliveira,13113,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542242
160002542275,Mc Luiz Amatuzzi,Luiz Alberto da Silva Amatuzzi,13027,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542275
160002542233,Miss Preta,Edna dos Santos Sousa,13123,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542233
160002542244,Paula Vicente,Paula Vicente Rodrigues,13333,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542244
160002542241,Pedro Ivo,Pedro Ivo Ilkiv,13567,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542241
160002542267,Prof Eyrimar Fabiano Bortot,Eyrimar Fabiano Bortot,13888,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542267
160002542281,Prof. Lemos,Jose Rodrigues Lemos,13013,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542281
160002542260,Prof. Nelsi Welter,Nelsi Kistemacher Welter,13100,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542260
160002542280,Roberto de Souza,Roberto de Souza,13456,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542280
160002542250,Roberto Neto,Roberto Severo de Oliveira Neto,13186,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542250
160002542249,Sthefanny Belthencoor,Sthefanny Belthencoor da Silva Barbosa,13555,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542249
160002542254,Tassia Castelli,Tassia Castelli,13331,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542254
160002542253,Teresa Mendes,Teresa Mendes de Souza,13023,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542253
160002542261,Thays Bieberbach,Thays Julianny Teixeira Pinto Domingues Bieberbach,13050,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542261
160002542277,Thiago Foltran,Thiago Justi Foltran,13026,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542277
160002542272,Valentina,Valentina Rocha Virginio,13133,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542272
160002542278,Valter do PT,Valter Antonio Pereira,13022,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542278
160002542279,Vanda de Assis,Antonia Vandercia de Assis,13131,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542279
160002542265,Vera Nogueira,Vera Lucia Pedroso Nogueira,13007,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542265
160002542263,Yasmin Hachem,Yasmin Victoria Souza Hachem,13413,PT,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542263
160002542238,Ze Izac,Jose de Jesuz Izac,13690,PT,PR,7,Renúncia,Renúncia,inapta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542238
160002542264,Duso,Fernando Henrique Triches Duso,43123,PV,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542264
160002542269,Geraldo Stocco,Geraldo Stocco Filho,43777,PV,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542269
160002542237,Ivony Costa,Ivone da Costa Rosa,43333,PV,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002542237
160002551046,Juliane Mendes,Juliane Mendes Bernardo,80000,UP,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002551046
160002551047,Lohan Cota,Lohan Cota Teles,80080,UP,PR,7,Deferido,Deferido,apta,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/PR/160002551047
