"candidate_id";"name";"number";"party";"research_status";"policy_summary";"institutional_activity_count";"current_office_status";"research_exhaustive";"next_action";"tse_url"
"210002539820";"Andreia Margarezi";"12777";"PDT";"policy_summary_verified";"True";"0";"not_confirmed";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539820"
"210002539801";"Bruno Berté";"12121";"PDT";"policy_summary_verified";"True";"1";"confirmed_in_preserved_source";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539801"
"210002539793";"Carlos Breik";"12612";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539793"
"210002539797";"Carlos Muchale";"12789";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539797"
"210002539821";"Cátina Monteiro";"12912";"PDT";"individual_sources_reviewed_insufficient";"False";"0";"not_confirmed";"False";"Buscar entrevista, proposta ou manifestação individual complementar; não presumir ausência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539821"
"210002539788";"Cristiano Cardoso";"12800";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539788"
"210002539795";"Danrlei Massena";"12444";"PDT";"individual_sources_reviewed_insufficient";"False";"1";"not_confirmed";"False";"Buscar entrevista, proposta ou manifestação individual complementar; não presumir ausência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539795"
"210002539798";"Diego Picucha";"12900";"PDT";"source_access_blocked";"False";"0";"not_confirmed";"False";"Procurar outra fonte pública equivalente ou tentar novamente sem contornar autenticação.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539798"
"210002539781";"Dr. Alvaro Meira";"12888";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539781"
"210002539777";"Dr. Thiago";"12122";"PDT";"source_access_blocked";"False";"0";"not_confirmed";"False";"Procurar outra fonte pública equivalente ou tentar novamente sem contornar autenticação.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539777"
"210002539810";"Eduardo Loureiro";"12412";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539810"
"210002539785";"Evânia Nunes";"12666";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539785"
"210002539814";"Gabriela Ortiz";"12132";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539814"
"210002539815";"Garçom Roni";"12999";"PDT";"policy_summary_verified";"True";"0";"not_confirmed";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539815"
"210002539809";"Gerson Burmann";"12312";"PDT";"source_access_blocked";"False";"0";"not_confirmed";"False";"Procurar outra fonte pública equivalente ou tentar novamente sem contornar autenticação.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539809"
"210002539803";"Gilmar Sossella";"12333";"PDT";"policy_summary_verified";"True";"0";"not_confirmed";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539803"
"210002539811";"Giuliano Tamagno";"12190";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539811"
"210002539799";"Guto Lopes";"12512";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539799"
"210002539812";"João Marcos";"12233";"PDT";"policy_summary_verified";"True";"0";"not_confirmed";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539812"
"210002539787";"Leidinara Marques";"12613";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539787"
"210002539806";"Luciano Orsi";"12222";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539806"
"210002539807";"Luis Fernando Braite";"12192";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539807"
"210002539783";"Luiz Jacomini";"12500";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539783"
"210002539800";"Luiz Marenco";"12220";"PDT";"policy_summary_verified";"True";"0";"not_confirmed";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539800"
"210002539791";"Mara Santos";"12015";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539791"
"210002539802";"Márcia Borges";"12035";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539802"
"210002539792";"Mari Kurz";"12555";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539792"
"210002539822";"Paulinho da Bonja";"12812";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539822"
"210002539789";"Poli Martinazzo";"12003";"PDT";"policy_summary_verified";"True";"0";"not_confirmed";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539789"
"210002539794";"Policial Minetti";"12112";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539794"
"210002539808";"Pompeo Filho";"12120";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539808"
"210002539819";"Prof. Luiz Fernando";"12400";"PDT";"policy_summary_verified";"True";"2";"confirmed_in_preserved_source";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539819"
"210002539786";"Professor Fumagalli";"12007";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539786"
"210002539817";"Professora Regina";"12123";"PDT";"policy_summary_verified";"True";"2";"confirmed_in_preserved_source";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539817"
"210002539790";"Ràquel Möller";"12008";"PDT";"policy_summary_verified";"True";"0";"not_confirmed";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539790"
"210002539818";"Regina Becker Fortunati";"12580";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539818"
"210002539796";"Repórter Passarinho";"12420";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539796"
"210002539784";"Rui Jordão";"12056";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539784"
"210002539823";"Sara Gall";"12712";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539823"
"210002539804";"Thiago de Leon";"12050";"PDT";"policy_summary_verified";"True";"0";"not_confirmed";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539804"
"210002539805";"Tiago Cadó";"12000";"PDT";"policy_summary_verified";"True";"1";"not_confirmed";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539805"
"210002539779";"Tiago Menezes";"12345";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539779"
"210002539813";"Vladia";"12005";"PDT";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539813"
"210002537539";"Alequis Coletivo";"40400";"PSB";"policy_summary_verified";"True";"0";"not_confirmed";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537539"
"210002537544";"Amaral Negrito";"40466";"PSB";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537544"
"210002537530";"André Oliveira";"40140";"PSB";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537530"
"210002537526";"Andressa Mais Participação";"40800";"PSB";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537526"
"210002537537";"Bruna Rodrigues";"40180";"PSB";"policy_summary_verified";"True";"1";"not_confirmed";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537537"
"210002537534";"Césinha";"40123";"PSB";"policy_summary_verified";"True";"0";"not_confirmed";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537534"
"210002537548";"Chiquinho Zonin";"40111";"PSB";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537548"
"210002537529";"Geraldo Silveira";"40369";"PSB";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537529"
"210002537541";"Jane Longaray Bitencourt";"40199";"PSB";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537541"
"210002537547";"Janine Soares";"40777";"PSB";"policy_summary_verified";"True";"0";"not_confirmed";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537547"
"210002537527";"Jaque Silveira";"40401";"PSB";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537527"
"210002537543";"Jéslei Sallines";"40222";"PSB";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537543"
"210002537545";"João Pedro Grill";"40000";"PSB";"source_access_blocked";"False";"0";"not_confirmed";"False";"Procurar outra fonte pública equivalente ou tentar novamente sem contornar autenticação.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537545"
"210002537531";"Ladislê Teixeira";"40444";"PSB";"research_pending";"False";"1";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537531"
"210002537542";"Leandro Liban";"40707";"PSB";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537542"
"210002537535";"Lenara Machado";"40540";"PSB";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537535"
"210002537525";"Léo Krause";"40999";"PSB";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537525"
"210002537540";"Marisa Silva";"40050";"PSB";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537540"
"210002537538";"Paulo de Tarso";"40040";"PSB";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537538"
"210002537532";"Professor Adilson Kuhn";"40555";"PSB";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537532"
"210002537546";"Raquel Alves";"40770";"PSB";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537546"
"210002537536";"Renan da Silva";"40042";"PSB";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537536"
"210002537533";"Vinicius Bondan";"40004";"PSB";"policy_summary_verified";"True";"0";"not_confirmed";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537533"
"210002537528";"Wagner Petrini";"40240";"PSB";"policy_summary_verified";"True";"0";"confirmed_in_preserved_source";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537528"
"210002533942";"Abrão Godois";"50023";"PSOL";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533942"
"210002533946";"Adriano Ricoldi";"50550";"PSOL";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533946"
"210002533940";"Alice Carvalho";"50777";"PSOL";"policy_summary_verified";"True";"3";"confirmed_in_preserved_source";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533940"
"210002533939";"Djalma Dutra";"50007";"PSOL";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533939"
"210002533941";"Fabiano Benites";"50111";"PSOL";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533941"
"210002533935";"Faby Gomes";"50570";"PSOL";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533935"
"210002533930";"Fernanda Miranda";"50999";"PSOL";"policy_summary_verified";"True";"0";"not_confirmed";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533930"
"210002533926";"Gabi Rosa";"50200";"PSOL";"policy_summary_verified";"True";"0";"not_confirmed";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533926"
"210002533938";"Guilherme Gil";"50950";"PSOL";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533938"
"210002533944";"Inácio Rodrigues";"50222";"PSOL";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533944"
"210002533945";"Iverá";"50888";"PSOL";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533945"
"210002533931";"Karen Santos";"50555";"PSOL";"policy_summary_verified";"True";"1";"confirmed_in_preserved_source";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533931"
"210002533936";"Luciana Genro";"50000";"PSOL";"policy_summary_verified";"True";"1";"not_confirmed";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533936"
"210002533925";"Marjorie Sasset";"50100";"PSOL";"policy_summary_verified";"True";"0";"not_confirmed";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533925"
"210002533934";"Matheus Gomes";"50123";"PSOL";"policy_summary_verified";"True";"1";"not_confirmed";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533934"
"210002533943";"Matheus Vicente";"50050";"PSOL";"policy_summary_verified";"True";"0";"not_confirmed";"False";"Revisão editorial independente E; conferir atribuição, período e alcance das fontes.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533943"
"210002533929";"Pedro Stein";"50500";"PSOL";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533929"
"210002533924";"Professor Guilherme";"50150";"PSOL";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533924"
"210002533937";"Professora Dani Kroeff";"50005";"PSOL";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533937"
"210002533928";"Sora Ju";"50333";"PSOL";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533928"
"210002533933";"Vilmar O Gari";"50010";"PSOL";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533933"
"210002544839";"Anderson Silva";"16161";"PSTU";"research_pending";"False";"0";"not_confirmed";"False";"Aprofundar a busca nominal com leitura de fontes individuais; não tratar consulta inicial como pesquisa exaustiva.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002544839"
