"candidate_id";"name";"party";"number";"research_status";"policy_summary";"review_completed_in_round";"institutional_activity_count";"current_office_status";"research_exhaustive";"next_action";"tse_url"
"210002539797";"Carlos Muchale";"PDT";"12789";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539797"
"210002539821";"Cátina Monteiro";"PDT";"12912";"individual_sources_reviewed_insufficient";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539821"
"210002539788";"Cristiano Cardoso";"PDT";"12800";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539788"
"210002539795";"Danrlei Massena";"PDT";"12444";"individual_sources_reviewed_insufficient";"False";"False";"1";"confirmed_in_dated_institutional_source";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539795"
"210002539798";"Diego Picucha";"PDT";"12900";"source_access_blocked";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539798"
"210002539781";"Dr. Alvaro Meira";"PDT";"12888";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539781"
"210002539777";"Dr. Thiago";"PDT";"12122";"policy_summary_verified";"True";"True";"0";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539777"
"210002539810";"Eduardo Loureiro";"PDT";"12412";"policy_summary_verified";"True";"True";"0";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539810"
"210002539785";"Evânia Nunes";"PDT";"12666";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539785"
"210002539814";"Gabriela Ortiz";"PDT";"12132";"policy_summary_verified";"True";"True";"2";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539814"
"210002539815";"Garçom Roni";"PDT";"12999";"policy_summary_verified";"True";"False";"0";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539815"
"210002539809";"Gerson Burmann";"PDT";"12312";"policy_summary_verified";"True";"True";"0";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539809"
"210002539803";"Gilmar Sossella";"PDT";"12333";"policy_summary_verified";"True";"False";"0";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539803"
"210002539811";"Giuliano Tamagno";"PDT";"12190";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539811"
"210002539799";"Guto Lopes";"PDT";"12512";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539799"
"210002539812";"João Marcos";"PDT";"12233";"policy_summary_verified";"True";"False";"0";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539812"
"210002539787";"Leidinara Marques";"PDT";"12613";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539787"
"210002539806";"Luciano Orsi";"PDT";"12222";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539806"
"210002539807";"Luis Fernando Braite";"PDT";"12192";"policy_summary_verified";"True";"True";"0";"confirmed_in_dated_institutional_source";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539807"
"210002539783";"Luiz Jacomini";"PDT";"12500";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539783"
"210002539800";"Luiz Marenco";"PDT";"12220";"policy_summary_verified";"True";"False";"0";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539800"
"210002539791";"Mara Santos";"PDT";"12015";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539791"
"210002539802";"Márcia Borges";"PDT";"12035";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539802"
"210002539792";"Mari Kurz";"PDT";"12555";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539792"
"210002539822";"Paulinho da Bonja";"PDT";"12812";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539822"
"210002539789";"Poli Martinazzo";"PDT";"12003";"policy_summary_verified";"True";"False";"0";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539789"
"210002539794";"Policial Minetti";"PDT";"12112";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539794"
"210002539808";"Pompeo Filho";"PDT";"12120";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539808"
"210002539819";"Prof. Luiz Fernando";"PDT";"12400";"policy_summary_verified";"True";"False";"2";"confirmed_in_dated_institutional_source";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539819"
"210002539786";"Professor Fumagalli";"PDT";"12007";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539786"
"210002539817";"Professora Regina";"PDT";"12123";"policy_summary_verified";"True";"False";"2";"confirmed_in_dated_institutional_source";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539817"
"210002539790";"Ràquel Möller";"PDT";"12008";"policy_summary_verified";"True";"False";"0";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539790"
"210002539818";"Regina Becker Fortunati";"PDT";"12580";"policy_summary_verified";"True";"True";"0";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539818"
"210002539796";"Repórter Passarinho";"PDT";"12420";"policy_summary_verified";"True";"True";"0";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539796"
"210002539784";"Rui Jordão";"PDT";"12056";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539784"
"210002539823";"Sara Gall";"PDT";"12712";"policy_summary_verified";"True";"True";"0";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539823"
"210002539804";"Thiago de Leon";"PDT";"12050";"policy_summary_verified";"True";"False";"0";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539804"
"210002539805";"Tiago Cadó";"PDT";"12000";"policy_summary_verified";"True";"False";"1";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539805"
"210002539779";"Tiago Menezes";"PDT";"12345";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539779"
"210002539813";"Vladia";"PDT";"12005";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002539813"
"210002537539";"Alequis Coletivo";"PSB";"40400";"policy_summary_verified";"True";"False";"0";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537539"
"210002537544";"Amaral Negrito";"PSB";"40466";"research_pending";"False";"False";"0";"confirmed_in_dated_institutional_source";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537544"
"210002537530";"André Oliveira";"PSB";"40140";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537530"
"210002537526";"Andressa Mais Participação";"PSB";"40800";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537526"
"210002537537";"Bruna Rodrigues";"PSB";"40180";"policy_summary_verified";"True";"False";"1";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537537"
"210002537534";"Césinha";"PSB";"40123";"policy_summary_verified";"True";"False";"0";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537534"
"210002537548";"Chiquinho Zonin";"PSB";"40111";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537548"
"210002537529";"Geraldo Silveira";"PSB";"40369";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537529"
"210002537541";"Jane Longaray Bitencourt";"PSB";"40199";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537541"
"210002537547";"Janine Soares";"PSB";"40777";"policy_summary_verified";"True";"False";"0";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537547"
"210002537527";"Jaque Silveira";"PSB";"40401";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537527"
"210002537543";"Jéslei Sallines";"PSB";"40222";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537543"
"210002537545";"João Pedro Grill";"PSB";"40000";"source_access_blocked";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537545"
"210002537531";"Ladislê Teixeira";"PSB";"40444";"policy_summary_verified";"True";"True";"2";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537531"
"210002537542";"Leandro Liban";"PSB";"40707";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537542"
"210002537535";"Lenara Machado";"PSB";"40540";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537535"
"210002537525";"Léo Krause";"PSB";"40999";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537525"
"210002537540";"Marisa Silva";"PSB";"40050";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537540"
"210002537538";"Paulo de Tarso";"PSB";"40040";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537538"
"210002537532";"Professor Adilson Kuhn";"PSB";"40555";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537532"
"210002537546";"Raquel Alves";"PSB";"40770";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537546"
"210002537536";"Renan da Silva";"PSB";"40042";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537536"
"210002537533";"Vinicius Bondan";"PSB";"40004";"policy_summary_verified";"True";"False";"0";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537533"
"210002537528";"Wagner Petrini";"PSB";"40240";"policy_summary_verified";"True";"False";"0";"confirmed_in_dated_institutional_source";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002537528"
"210002533942";"Abrão Godois";"PSOL";"50023";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533942"
"210002533946";"Adriano Ricoldi";"PSOL";"50550";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533946"
"210002533940";"Alice Carvalho";"PSOL";"50777";"policy_summary_verified";"True";"False";"3";"confirmed_in_dated_institutional_source";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533940"
"210002533939";"Djalma Dutra";"PSOL";"50007";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533939"
"210002533941";"Fabiano Benites";"PSOL";"50111";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533941"
"210002533935";"Faby Gomes";"PSOL";"50570";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533935"
"210002533930";"Fernanda Miranda";"PSOL";"50999";"policy_summary_verified";"True";"False";"0";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533930"
"210002533926";"Gabi Rosa";"PSOL";"50200";"policy_summary_verified";"True";"False";"0";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533926"
"210002533938";"Guilherme Gil";"PSOL";"50950";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533938"
"210002533944";"Inácio Rodrigues";"PSOL";"50222";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533944"
"210002533945";"Iverá";"PSOL";"50888";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533945"
"210002533931";"Karen Santos";"PSOL";"50555";"policy_summary_verified";"True";"False";"1";"confirmed_in_dated_institutional_source";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533931"
"210002533936";"Luciana Genro";"PSOL";"50000";"policy_summary_verified";"True";"False";"1";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533936"
"210002533925";"Marjorie Sasset";"PSOL";"50100";"policy_summary_verified";"True";"False";"0";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533925"
"210002533934";"Matheus Gomes";"PSOL";"50123";"policy_summary_verified";"True";"False";"1";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533934"
"210002533943";"Matheus Vicente";"PSOL";"50050";"policy_summary_verified";"True";"False";"0";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533943"
"210002533929";"Pedro Stein";"PSOL";"50500";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533929"
"210002533924";"Professor Guilherme";"PSOL";"50150";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533924"
"210002533937";"Professora Dani Kroeff";"PSOL";"50005";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533937"
"210002533928";"Sora Ju";"PSOL";"50333";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533928"
"210002533933";"Vilmar O Gari";"PSOL";"50010";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002533933"
"210002544839";"Anderson Silva";"PSTU";"16161";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002544839"
"210002544838";"Patrícia Peixe";"PSTU";"16000";"research_pending";"False";"False";"0";"not_confirmed";"False";"Aprofundar fontes individuais; tentativas registradas não comprovam inexistência de propostas.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002544838"
"210002534036";"Adão Pretto";"PT";"13655";"policy_summary_verified";"True";"False";"1";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534036"
"210002534013";"Alexandre Bublitz";"PT";"13010";"policy_summary_verified";"True";"False";"2";"confirmed_in_dated_institutional_source";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534013"
"210002534040";"Ana Affonso";"PT";"13813";"policy_summary_verified";"True";"False";"0";"not_confirmed";"False";"Auditoria editorial independente E; manter explícitos período e atribuição.";"https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2026/20322002026/RS/210002534040"
